"ID_Beneficiario","Fecha_Intervencion","Municipio","Tipo_Actividad","Genero","Edad","Tipo_Poblacion","Costo_Intervencion","Nivel_Satisfaccion"
1321,2025-05-28,"Cúcuta","Adecuación de Aulas","Femenino",15,"Lider Comunitario",75000,NA
1322,2024-09-22,"Cúcuta","Adecuación de Aulas","Femenino",15,"Lider Comunitario",199000,2
1323,2024-02-16,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",25,"Padre/Madre",210000,5
1324,2024-04-17,"Bucaramanga","Adecuación de Aulas","Masculino",-4,"Estudiante",187000,4
1325,2024-07-30,"Tibú","Taller de Gestión del Riesgo","Masculino",27,"Padre/Madre",26000,5
1326,2025-11-30,"Bucaramanga","Adecuación de Aulas","Masculino",25,"Padre/Madre",NA,4
1327,2025-12-09,"Cúcuta","Adecuación de Aulas","Masculino",12,"Padre/Madre",124000,4
1328,2025-07-17,"Arauca","Apoyo Psicosocial","Masculino",19,"Estudiante",22000,4
1329,2024-08-23,"Cúcuta","Formación a Docentes","Masculino",21,"Padre/Madre",126000,3
1330,2024-10-14,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",16,"Docente",171000,4
1331,2024-01-05,"Cúcuta","Entrega de Kits Escolares","Masculino",18,"Lider Comunitario",187000,5
1332,2025-08-30,"Pamplona","Apoyo Psicosocial","Femenino",7,"Docente",195000,4
1333,2025-03-01,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",12,"Docente",237000,3
1334,2025-03-29,"Cúcuta","Apoyo Psicosocial","Masculino",13,"Estudiante",233000,5
1335,2025-11-04,"Cúcuta","Apoyo Psicosocial","Femenino",28,"Estudiante",28000,3
1336,2025-07-11,"Cúcuta","Taller de Gestión del Riesgo","Femenino",11,"Padre/Madre",125000,3
1337,2024-05-10,"Bucaramanga","Adecuación de Aulas","Masculino",5,"Padre/Madre",NA,3
1338,2024-08-24,"Cúcuta","Adecuación de Aulas","Masculino",22,"Lider Comunitario",26000,5
1339,2025-03-26,"Cúcuta","Adecuación de Aulas","Femenino",-6,"Docente",103000,2
1340,2025-04-05,"Cúcuta","Apoyo Psicosocial","Femenino",12,"Estudiante",186000,5
1341,2025-08-24,"Pamplona","Taller de Gestión del Riesgo","Masculino",1,"Lider Comunitario",145000,2
1342,2025-08-29,"Tibú ","Apoyo Psicosocial","Femenino",4,"Estudiante",195000,4
1343,2025-03-12,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",21,"Padre/Madre",40000,4
1344,2024-07-31,"Cúcuta","Adecuación de Aulas","Masculino",7,"Estudiante",235000,5
1345,2024-12-31,"Bucaramanga","Taller de Gestión del Riesgo","M",7,"Docente",249000,4
1346,2024-12-06,"Arauca","Entrega de Kits Escolares","Femenino",3,"Padre/Madre",234000,3
1347,2024-05-30,"Cúcuta","Taller de Gestión del Riesgo","Femenino",20,"Docente",102000,3
1348,2025-10-09,"Cúcuta","Entrega de Kits Escolares","Femenino",28,"Estudiante",199000,5
1349,2025-08-16,"Pamplona","Formación a Docentes","Masculino",12,"Lider Comunitario",120000,4
1350,2025-10-05,"Tibú","Entrega de Kits Escolares","Masculino",12,"Docente",150000,4
1351,2024-08-16,"Arauca","Formación a Docentes","Masculino",19,"Padre/Madre",28000,4
1352,2024-12-20,"Cúcuta","Entrega de Kits Escolares","No binario",24,"Padre/Madre",165000,4
1353,2025-12-20,"Pasto","Apoyo Psicosocial","No binario",25,"Lider Comunitario",NA,4
1354,2024-05-26,"Bucaramanga","Formación a Docentes","Masculino",7,"Estudiante",240000,4
1355,2024-09-21,"Bucaramanga","Formación a Docentes","F",17,"Padre/Madre",160000,4
1356,2025-01-22,"Arauca","Taller de Gestión del Riesgo","Femenino",11,"Lider Comunitario",118000,1
1357,2025-04-03,"Cúcuta","Taller de Gestión del Riesgo","Masculino",11,"Padre/Madre",24000,4
1358,2024-04-14,"Bucaramanga","Entrega de Kits Escolares","Femenino",19,"Docente",160000,4
1359,2024-11-04,"Ipiales","Formación a Docentes","Femenino",14,"Padre/Madre",145000,2
1360,2025-06-11,"Ipiales","Formación a Docentes","Masculino",22,"Lider Comunitario",117000,4
1361,2025-10-08,"Pamplona","Entrega de Kits Escolares","Masculino",15,"Estudiante",158000,2
1362,2024-05-14,"Pamplona","Entrega de Kits Escolares","Masculino",5,"Estudiante",141000,2
1363,2024-12-25,"Bucaramanga","Entrega de Kits Escolares","Femenino",21,"Estudiante",66000,5
1364,2024-05-22,"Cúcuta","Taller de Gestión del Riesgo","Masculino",26,"Estudiante",NA,5
1365,2025-09-26,"Bucaramanga","Apoyo Psicosocial","Masculino",17,"Estudiante",72000,3
1366,2024-07-01,"Arauca","Apoyo Psicosocial","Femenino",13,"Lider Comunitario",135000,1
1367,2024-06-29,"Cúcuta","Adecuación de Aulas","Femenino",1,"Padre/Madre",NA,4
1368,2025-09-28,"Bucaramanga","Adecuación de Aulas","Masculino",3,"Lider Comunitario",112000,5
1369,2024-03-30,NA,"Apoyo Psicosocial","F",20,"Lider Comunitario",132000,4
1370,2024-01-15,"Bucaramanga","Apoyo Psicosocial","Femenino",0,"Docente",56000,5
1371,2025-04-15,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",6,"Padre/Madre",80000,5
1372,2024-12-31,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",4,"Lider Comunitario",122000,4
1373,2025-07-29,"Pamplona","Formación a Docentes","Femenino",5,"Lider Comunitario",29000,4
1374,2024-07-26,"Arauca","Apoyo Psicosocial","Femenino",9,"Docente",184000,2
1375,2024-10-06,"Pasto","Apoyo Psicosocial","Masculino",12,"Lider Comunitario",215000,5
1376,2025-03-13,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",12,"Lider Comunitario",110000,5
1377,2024-11-04,"Bucaramanga","Adecuación de Aulas","Femenino",18,"Estudiante",185000,1
1378,2025-11-05,"Ipiales","Apoyo Psicosocial","No binario",24,"Padre/Madre",41000,4
1379,2025-10-26,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",-5,"Estudiante",198000,4
1380,2025-02-12,"Bucaramanga","Entrega de Kits Escolares","Femenino",13,"Lider Comunitario",107000,2
1381,2024-06-15,"Cúcuta","Adecuación de Aulas","Masculino",24,"Docente",201000,4
1382,2024-10-19,"Bucaramanga","Entrega de Kits Escolares","Masculino",8,"Padre/Madre",110000,4
1383,2025-10-10,"Cúcuta","Formación a Docentes","Femenino",31,"Lider Comunitario",76000,2
1384,2025-11-05,"Tibú","Entrega de Kits Escolares","Masculino",17,"Padre/Madre",180000,4
1385,2024-12-19,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",12,"Padre/Madre",75000,5
1386,2024-03-06,"Cúcuta","Taller de Gestión del Riesgo","Femenino",13,"Estudiante",112000,1
1387,2024-04-21,"Tibú","Adecuación de Aulas","Masculino",22,"Estudiante",25000,4
1388,2025-02-03,"Arauca","Entrega de Kits Escolares","mujer",18,"Lider Comunitario",110000,5
1389,2025-06-08,"Ipiales","Apoyo Psicosocial","Femenino",18,"Padre/Madre",21000,3
1390,2024-02-28,"Pasto","Entrega de Kits Escolares","Femenino",7,"Estudiante",23000,4
1391,2025-10-10,"Cúcuta","Entrega de Kits Escolares","Masculino",13,"Estudiante",2e+05,2
1392,2024-05-19,"Bucaramanga","Formación a Docentes","F",30,"Padre/Madre",239000,3
1393,2024-11-03,"Ipiales","Formación a Docentes","Femenino",23,"Docente",111000,3
1394,2025-12-05,"Ipiales","Entrega de Kits Escolares","Masculino",12,"Lider Comunitario",82000,4
1395,2024-05-10,"Arauca","Adecuación de Aulas","Masculino",25,"Padre/Madre",35000,3
1396,2024-11-08,"Cúcuta","Taller de Gestión del Riesgo","No binario",23,"Lider Comunitario",65000,4
1397,2024-05-15,"Cúcuta","Formación a Docentes","Masculino",19,"Estudiante",NA,5
1398,2025-10-20,"Cúcuta","Apoyo Psicosocial","Masculino",17,"Lider Comunitario",147000,4
1399,2024-09-04,"Cúcuta","Formación a Docentes","Masculino",14,"Lider Comunitario",31000,4
1400,2025-03-08,"Bucaramanga","Adecuación de Aulas","Femenino",2,"Estudiante",NA,4
1401,2025-02-22,"Tibú","Taller de Gestión del Riesgo","Masculino",14,"Padre/Madre",40000,4
1402,2025-12-05,"Arauca","Formación a Docentes","Masculino",19,"Padre/Madre",211000,4
1403,2025-11-23,"Arauca","Apoyo Psicosocial","Masculino",1,"Lider Comunitario",216000,1
1404,2024-05-02,"Ipiales","Adecuación de Aulas","M",8,"Lider Comunitario",192000,3
1405,2025-11-27,"Bucaramanga","Entrega de Kits Escolares","F",20,"Estudiante",115000,4
1406,2025-04-07,"Bucaramanga","Formación a Docentes","Masculino",16,"Estudiante",NA,4
1407,2024-02-27,"Cúcuta","Formación a Docentes","Masculino",7,"Lider Comunitario",115000,NA
1408,2025-05-21,"Ipiales","Entrega de Kits Escolares","F",19,"Lider Comunitario",114000,NA
1409,2024-08-18,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",26,"Lider Comunitario",97000,NA
1410,2024-04-14,"Arauca","Formación a Docentes","Masculino",5,"Estudiante",106000,NA
1411,2025-05-12,"Bucaramanga","Formación a Docentes","Femenino",5,"Lider Comunitario",235000,3
1412,2024-02-03,"Cúcuta","Entrega de Kits Escolares","Masculino",3,"Padre/Madre",204000,3
1413,2024-03-05,"Cúcuta","Formación a Docentes","No binario",12,"Estudiante",153000,4
1414,2024-04-11,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",8,"Docente",248000,4
1415,2025-11-22,"Ipiales","Taller de Gestión del Riesgo","F",14,"Docente",204000,3
1416,2025-08-11,"Bucaramanga","Formación a Docentes","Femenino",2,"Docente",220000,3
1417,2025-05-28,"Cúcuta","Adecuación de Aulas","Femenino",13,"Padre/Madre",184000,NA
1418,2025-06-18,"Bucaramanga","Adecuación de Aulas","Masculino",25,"Lider Comunitario",207000,4
1419,2025-08-13,"Pamplona","Taller de Gestión del Riesgo","Femenino",20,"Lider Comunitario",94000,2
1420,2025-02-08,"Pasto","Formación a Docentes","Masculino",19,"Docente",212000,2
1421,2024-01-22,"Cúcuta","Adecuación de Aulas","Masculino",18,"Docente",127000,3
1422,2024-08-14,"Pamplona","Taller de Gestión del Riesgo","Masculino",19,"Estudiante",112000,4
1423,2024-11-15,"Pasto","Formación a Docentes","Masculino",3,"Docente",162000,5
1424,2025-10-20,"cucuta","Taller de Gestión del Riesgo","Masculino",1,"Estudiante",58000,4
1425,2025-02-19,"Ipiales","Entrega de Kits Escolares","mujer",27,"Docente",152000,4
1426,2024-05-28,"Cúcuta","Formación a Docentes","Femenino",10,"Docente",247000,4
1427,2025-08-02,"Arauca","Taller de Gestión del Riesgo","Femenino",6,"Lider Comunitario",19000,3
1428,2024-04-07,"Arauca","Entrega de Kits Escolares","mujer",19,"Estudiante",198000,3
1429,2024-07-12,"Bucaramanga","Formación a Docentes","No binario",25,"Docente",39000,5
1430,2025-10-27,"Pamplona","Taller de Gestión del Riesgo","Masculino",3,"Estudiante",208000,4
1431,2025-10-05,"Ipiales","Apoyo Psicosocial","Masculino",-1,"Estudiante",160000,2
1432,2025-01-16,"Pasto","Adecuación de Aulas","Femenino",38,"Lider Comunitario",247000,3
1433,2025-10-14,"Arauca","Entrega de Kits Escolares","Femenino",-9,"Docente",139000,5
1434,2024-08-23,"Bucaramanga","Adecuación de Aulas","Masculino",18,"Lider Comunitario",192000,4
1435,2024-05-03,"Ipiales","Apoyo Psicosocial","Masculino",10,"Lider Comunitario",213000,5
1436,2024-08-03,"Bucaramanga","Adecuación de Aulas","Femenino",25,"Estudiante",238000,4
1437,2024-03-24,"Cúcuta","Entrega de Kits Escolares","Femenino",12,"Docente",27000,3
1438,2025-01-26,"Bucaramanga","Entrega de Kits Escolares","Femenino",4,"Lider Comunitario",152000,4
1439,2025-07-21,"Arauca","Adecuación de Aulas","Masculino",5,"Padre/Madre",124000,4
1440,2025-04-14,"Bucaramanga","Taller de Gestión del Riesgo","M",5,"Lider Comunitario",238000,4
1441,2024-06-24,"Cúcuta","Taller de Gestión del Riesgo","Masculino",16,"Padre/Madre",94000,5
1442,2025-08-18,"Cúcuta","Entrega de Kits Escolares","F",12,"Docente",60000,4
1443,2025-01-25,"Bucaramanga","Adecuación de Aulas","mujer",18,"Padre/Madre",237000,5
1444,2024-11-26,"Cúcuta","Apoyo Psicosocial","Femenino",12,"Lider Comunitario",87000,5
1445,2025-09-16,"Pasto","Adecuación de Aulas","Masculino",13,"Lider Comunitario",NA,4
1446,2025-03-21,"Pamplona","Taller de Gestión del Riesgo","Femenino",19,"Padre/Madre",158000,4
1447,2025-04-27,"Bucaramanga","Apoyo Psicosocial","F",16,"Estudiante",210000,3
1448,2024-04-16,"Tibú","Entrega de Kits Escolares","Femenino",14,"Padre/Madre",19000,4
1449,2025-03-28,"Tibú","Formación a Docentes","Femenino",26,"Estudiante",213000,5
1450,2024-05-08,"Bucaramanga","Formación a Docentes","F",22,"Estudiante",175000,2
1451,2025-11-11,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",17,"Padre/Madre",107000,NA
1452,2024-05-30,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",7,"Docente",197000,5
1453,2024-10-17,"Tibú","Entrega de Kits Escolares","F",15,"Docente",122000,NA
1454,2024-08-02,"Pasto","Adecuación de Aulas","Femenino",13,"Padre/Madre",240000,4
1455,2025-06-08,"Pamplona","Apoyo Psicosocial","Femenino",11,"Padre/Madre",27000,4
1456,2024-07-07,"Pamplona","Taller de Gestión del Riesgo","Femenino",-5,"Lider Comunitario",71000,NA
1457,2024-06-28,"Ipiales","Taller de Gestión del Riesgo","Masculino",-3,"Estudiante",61000,4
1458,2024-03-06,"Pamplona","Entrega de Kits Escolares","Masculino",26,"Padre/Madre",NA,2
1459,2025-05-12,"Arauca","Adecuación de Aulas","Masculino",24,"Lider Comunitario",28000,4
1460,2024-12-09,"Cúcuta","Apoyo Psicosocial","Femenino",9,"Docente",188000,3
1461,2024-07-28,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",2,"Lider Comunitario",190000,4
1462,2024-11-05,"Arauca","Apoyo Psicosocial","Femenino",5,"Docente",160000,3
1463,2024-12-07,"Cúcuta","Formación a Docentes","Masculino",19,"Padre/Madre",209000,4
1464,2024-04-16,"Ipiales ","Taller de Gestión del Riesgo","Femenino",9,"Padre/Madre",66000,3
1465,2024-10-07,"Cúcuta","Formación a Docentes","Femenino",21,"Lider Comunitario",81000,3
1466,2025-04-27,"Bucaramanga","Formación a Docentes","M",-3,"Estudiante",122000,5
1467,2024-11-09,"Bucaramanga","Entrega de Kits Escolares","mujer",34,"Padre/Madre",113000,4
1468,2024-02-26,"Bucaramanga","Formación a Docentes","No binario",19,"Docente",NA,5
1469,2024-06-23,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",13,"Estudiante",122000,5
1470,2024-09-13,"Bucaramanga","Adecuación de Aulas","Femenino",19,"Padre/Madre",227000,4
1471,2024-01-13,"Pasto","Apoyo Psicosocial","Masculino",9,"Padre/Madre",132000,4
1472,2024-01-20,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",9,"Docente",81000,4
1473,2025-06-23,"Tibú","Formación a Docentes","Femenino",14,"Estudiante",198000,2
1474,2024-10-15,"Arauca","Entrega de Kits Escolares","Femenino",10,"Lider Comunitario",69000,4
1475,2024-11-21,"Arauca","Entrega de Kits Escolares","Femenino",16,"Docente",83000,4
1476,2025-09-29,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",15,"Padre/Madre",185000,3
1477,2025-09-15,"Bucaramanga","Formación a Docentes","Masculino",-2,"Estudiante",127000,5
1478,2025-06-21,"Pamplona","Apoyo Psicosocial","mujer",16,"Lider Comunitario",104000,4
1479,2025-05-04,"Tibú","Entrega de Kits Escolares","Masculino",10,"Lider Comunitario",84000,4
1480,2024-07-27,"Bucaramanga","Apoyo Psicosocial","Femenino",4,"Docente",16000,2
1481,2025-05-04,"Pasto","Adecuación de Aulas","Masculino",-1,"Estudiante",141000,5
1482,2025-03-01,"Bucaramanga","Apoyo Psicosocial","M",-2,"Docente",21000,2
1483,2025-08-07,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",6,"Padre/Madre",199000,5
1484,2025-06-07,"Cúcuta","Entrega de Kits Escolares","Femenino",2,"Docente",208000,3
1485,2025-03-14,"Arauca","Formación a Docentes","Masculino",20,"Docente",18000,2
1486,2024-07-24,"Pasto","Taller de Gestión del Riesgo","mujer",-5,"Lider Comunitario",63000,4
1487,2025-01-14,"Pasto","Taller de Gestión del Riesgo","hombre",8,"Estudiante",NA,4
1488,2025-04-04,"Bucaramanga","Entrega de Kits Escolares","Masculino",1,"Docente",157000,4
1489,2025-12-19,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",7,"Lider Comunitario",155000,5
1490,2024-11-30,"Pasto","Entrega de Kits Escolares","Femenino",19,"Lider Comunitario",56000,NA
1491,2024-06-07,"Cúcuta","Adecuación de Aulas","No binario",17,"Estudiante",15000,4
1492,2025-01-26,"Ipiales","Taller de Gestión del Riesgo","Femenino",11,"Docente",211000,2
1493,2025-02-10,"Arauca","Adecuación de Aulas","Masculino",22,"Padre/Madre",192000,5
1494,2024-06-23,"Pasto","Adecuación de Aulas","M",18,"Lider Comunitario",85000,4
1495,2025-06-11,"Tibú","Formación a Docentes","Femenino",37,"Docente",111000,4
1496,2025-09-05,"Pamplona","Taller de Gestión del Riesgo","Masculino",24,"Lider Comunitario",50000,2
1497,2025-11-02,"Bucaramanga","Adecuación de Aulas","Masculino",3,"Lider Comunitario",1e+05,4
1498,2024-12-05,"Pasto","Formación a Docentes","Femenino",9,"Padre/Madre",211000,5
1499,2025-08-16,"Bucaramanga","Apoyo Psicosocial","Femenino",0,"Estudiante",212000,5
1500,2025-09-07,"Bucaramanga","Apoyo Psicosocial","Femenino",0,"Lider Comunitario",196000,4
1501,2024-03-14,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",16,"Padre/Madre",214000,5
1502,2025-03-20,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",33,"Padre/Madre",153000,4
1503,2024-09-29,"Tibú","Formación a Docentes","Femenino",-1,"Lider Comunitario",223000,4
1504,2024-03-05,"Pamplona","Entrega de Kits Escolares","Femenino",28,"Lider Comunitario",151000,4
1505,2024-10-01,"Cúcuta","Adecuación de Aulas","Masculino",22,"Estudiante",23000,1
1506,2025-12-21,"Pamplona","Formación a Docentes","Femenino",5,"Estudiante",57000,4
1507,2024-11-24,"Pamplona","Adecuación de Aulas","Femenino",21,"Padre/Madre",80000,2
1508,2025-09-23,"Bucaramanga","Entrega de Kits Escolares","Femenino",20,"Docente",132000,2
1509,2025-06-20,"Ipiales","Entrega de Kits Escolares","Masculino",14,"Estudiante",20000,2
1510,2025-02-28,"Pasto","Entrega de Kits Escolares","Masculino",15,"Docente",241000,3
1511,2025-11-23,"Tibú","Entrega de Kits Escolares","Masculino",21,"Padre/Madre",127000,4
1512,2024-11-25,"Ipiales","Apoyo Psicosocial","M",-3,"Docente",53000,3
1513,2024-12-07,"Bucaramanga","Formación a Docentes","Femenino",16,"Docente",111000,4
1514,2024-10-22,"Ipiales","Entrega de Kits Escolares","F",33,"Lider Comunitario",19000,5
1515,2025-06-04,"Cúcuta","Adecuación de Aulas","Masculino",18,"Lider Comunitario",136000,3
1516,2024-10-21,"Pasto","Apoyo Psicosocial","Femenino",12,"Estudiante",125000,3
1517,2024-05-08,"Arauca","Adecuación de Aulas","Masculino",12,"Docente",171000,5
1518,2025-08-09,"Pamplona","Entrega de Kits Escolares","Femenino",10,"Lider Comunitario",238000,5
1519,2024-10-10,"Pasto","Adecuación de Aulas","M",15,"Lider Comunitario",240000,2
1520,2024-09-18,"Arauca","Apoyo Psicosocial","Masculino",8,"Padre/Madre",122000,3
1521,2024-09-19,"Cúcuta","Taller de Gestión del Riesgo","Femenino",12,"Estudiante",NA,4
1522,2025-11-02,"Arauca","Entrega de Kits Escolares","Masculino",12,"Docente",104000,5
1523,2024-06-21,"Ipiales","Adecuación de Aulas","Femenino",6,"Estudiante",207000,4
1524,2024-07-22,"Bucaramanga","Apoyo Psicosocial","No binario",29,"Lider Comunitario",231000,4
1525,2024-10-31,"Ipiales","Adecuación de Aulas","Femenino",13,"Estudiante",19000,3
1526,2024-08-08,"Cúcuta","Apoyo Psicosocial","No binario",28,"Estudiante",75000,2
1527,2025-09-27,"Pasto","Taller de Gestión del Riesgo","Femenino",29,"Docente",153000,4
1528,2024-01-29,"Pamplona","Formación a Docentes","Femenino",32,"Docente",231000,4
1529,2025-04-17,"Bucaramanga","Adecuación de Aulas","Masculino",1,"Padre/Madre",180000,4
1530,2024-05-04,"Ipiales","Formación a Docentes","Femenino",0,"Estudiante",144000,4
1531,2024-08-27,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",17,"Padre/Madre",91000,4
1532,2025-06-28,"cucuta","Taller de Gestión del Riesgo","Masculino",28,"Estudiante",81000,3
1533,2025-01-30,"Bucaramanga","Apoyo Psicosocial","Femenino",28,"Padre/Madre",74000,3
1534,2024-06-19,"Ipiales","Formación a Docentes","Femenino",18,"Lider Comunitario",234000,3
1535,2024-02-14,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",14,"Lider Comunitario",171000,3
1536,2025-05-27,"Arauca","Entrega de Kits Escolares","Masculino",12,"Lider Comunitario",85000,4
1537,2025-12-09,"Pasto","Adecuación de Aulas","Masculino",26,"Estudiante",61000,5
1538,2024-09-29,"Bucaramanga","Apoyo Psicosocial","Femenino",14,"Lider Comunitario",39000,4
1539,2025-04-21,"Bucaramanga","Formación a Docentes","Femenino",9,"Docente",NA,2
1540,2024-01-14,"Pamplona","Formación a Docentes","Masculino",3,"Padre/Madre",166000,3
1541,2024-04-26,"Cúcuta","Apoyo Psicosocial","Masculino",6,"Lider Comunitario",110000,3
1542,2025-08-21,"Pasto","Apoyo Psicosocial","Femenino",0,"Estudiante",68000,2
1543,2025-11-01,"Pasto","Entrega de Kits Escolares","Femenino",11,"Padre/Madre",61000,5
1544,2025-05-29,"Tibú","Adecuación de Aulas","Femenino",18,"Lider Comunitario",209000,3
1545,2024-12-30,"Arauca","Entrega de Kits Escolares","Femenino",16,"Estudiante",139000,3
1546,2024-08-23,"Bucaramanga","Apoyo Psicosocial","F",5,"Docente",152000,3
1547,2024-04-29,"Pasto","Entrega de Kits Escolares","Femenino",13,"Estudiante",165000,4
1548,2025-06-08,"Bucaramanga","Adecuación de Aulas","Femenino",2,"Padre/Madre",216000,4
1549,2025-05-28,"Cúcuta","Adecuación de Aulas","Femenino",13,"Lider Comunitario",NA,NA
1550,2025-09-20,"Cúcuta","Entrega de Kits Escolares","F",24,"Estudiante",136000,2
1551,2025-11-13,"Pasto","Formación a Docentes","Masculino",-2,"Padre/Madre",48000,5
1552,2025-01-02,"Bucaramanga","Apoyo Psicosocial","Femenino",21,"Estudiante",183000,4
1553,2024-06-03,"Pamplona","Apoyo Psicosocial","Masculino",15,"Docente",19000,3
1554,2025-12-07,"Pamplona","Adecuación de Aulas","M",10,"Padre/Madre",36000,5
1555,2025-08-14,"Pamplona","Taller de Gestión del Riesgo","Femenino",20,"Docente",16000,4
1556,2024-12-05,"Pamplona","Formación a Docentes","Masculino",26,"Docente",148000,4
1557,2025-11-06,"Tibú","Formación a Docentes","Masculino",4,"Docente",220000,4
1558,2024-07-25,"Arauca","Taller de Gestión del Riesgo","Femenino",25,"Padre/Madre",224000,2
1559,2024-02-21,"Arauca","Apoyo Psicosocial","Masculino",1,"Lider Comunitario",215000,3
1560,2025-08-20,"Arauca","Taller de Gestión del Riesgo","F",24,"Docente",110000,5
1561,2025-01-14,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",14,"Estudiante",191000,4
1562,2025-01-10,"Cúcuta","Taller de Gestión del Riesgo","F",31,"Estudiante",221000,2
1563,2025-05-15,"Bucaramanga","Formación a Docentes","Femenino",5,"Padre/Madre",239000,5
1564,2024-02-04,"Pasto","Apoyo Psicosocial","Masculino",26,"Lider Comunitario",152000,5
1565,2024-10-08,"Ipiales","Entrega de Kits Escolares","Femenino",14,"Lider Comunitario",99000,5
1566,2024-04-30,"Pamplona","Apoyo Psicosocial","Femenino",11,"Lider Comunitario",111000,4
1567,2024-05-28,"Cúcuta","Entrega de Kits Escolares","Masculino",6,"Padre/Madre",NA,4
1568,2025-03-10,"Pamplona","Taller de Gestión del Riesgo","Masculino",1,"Padre/Madre",107000,2
1569,2024-05-14,"Bucaramanga","Formación a Docentes","Masculino",21,"Padre/Madre",62000,4
1570,2024-07-20,"Bucaramanga","Adecuación de Aulas","Femenino",10,"Estudiante",184000,4
1571,2025-12-22,"Bucaramanga","Apoyo Psicosocial","Femenino",26,"Lider Comunitario",145000,4
1572,2024-08-01,"Pasto","Entrega de Kits Escolares","Femenino",19,"Padre/Madre",246000,4
1573,2024-07-22,"Arauca","Apoyo Psicosocial","Femenino",31,"Docente",136000,4
1574,2025-03-28,"Ipiales","Apoyo Psicosocial","Masculino",20,"Docente",121000,3
1575,2024-02-05,"Cúcuta","Taller de Gestión del Riesgo","Masculino",1,"Padre/Madre",152000,4
1576,2025-07-25,"Bucaramanga","Formación a Docentes","Femenino",15,"Padre/Madre",235000,2
1577,2025-08-03,"Bucaramanga","Apoyo Psicosocial","Masculino",45,"Docente",1e+05,4
1578,2025-06-05,"Pamplona","Entrega de Kits Escolares","Masculino",20,"Docente",237000,3
1579,2025-04-24,"Cúcuta","Formación a Docentes","Femenino",1,"Lider Comunitario",178000,4
1580,2024-04-22,"Pamplona","Formación a Docentes","mujer",20,"Lider Comunitario",232000,4
1581,2024-06-06,"Cúcuta","Entrega de Kits Escolares","Masculino",22,"Padre/Madre",224000,5
1582,2025-06-25,"Pamplona","Entrega de Kits Escolares","Masculino",8,"Estudiante",237000,2
1583,2024-09-01,"Ipiales","Formación a Docentes","F",21,"Lider Comunitario",213000,4
1584,2025-03-21,"Arauca","Apoyo Psicosocial","Femenino",22,"Padre/Madre",115000,4
1585,2025-07-14,"Arauca","Apoyo Psicosocial","F",10,"Lider Comunitario",117000,1
1586,2024-12-09,"Pasto","Entrega de Kits Escolares","Masculino",12,"Padre/Madre",49000,5
1587,2024-11-13,"Cúcuta","Apoyo Psicosocial","Femenino",30,"Docente",21000,4
1588,2024-01-10,"Arauca","Apoyo Psicosocial","Femenino",13,"Estudiante",NA,4
1589,2025-11-05,"Pasto","Taller de Gestión del Riesgo","Masculino",17,"Lider Comunitario",127000,4
1590,2024-01-08,"Pasto","Apoyo Psicosocial","F",16,"Padre/Madre",223000,3
1591,2024-10-06,"Pamplona","Adecuación de Aulas","Masculino",10,"Docente",130000,NA
1592,2025-04-01,"Pamplona","Taller de Gestión del Riesgo","mujer",20,"Padre/Madre",234000,5
1593,2024-06-28,"Ipiales","Adecuación de Aulas","No binario",12,"Lider Comunitario",115000,5
1594,2025-02-16,"Pamplona","Entrega de Kits Escolares","Femenino",10,"Lider Comunitario",112000,4
1595,2025-07-02,"Tibú","Adecuación de Aulas","Femenino",3,"Estudiante",64000,2
1596,2025-04-10,"Arauca","Entrega de Kits Escolares","Femenino",22,"Lider Comunitario",143000,4
1597,2025-10-27,"Arauca","Formación a Docentes","Masculino",15,"Lider Comunitario",62000,NA
1598,2024-11-30,"Ipiales","Adecuación de Aulas","Femenino",-7,"Padre/Madre",242000,4
1599,2025-06-19,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",18,"Padre/Madre",65000,2
1600,2025-01-31,"Ipiales","Adecuación de Aulas","Masculino",1,"Padre/Madre",181000,4
1601,2024-07-09,"Bucaramanga","Formación a Docentes","No binario",13,"Padre/Madre",198000,3
1602,2024-02-28,"Cúcuta","Entrega de Kits Escolares","Femenino",-1,"Docente",250000,5
